network_id,community_user,community_referenced,id,original_tweet,translated_text,model_score,negativity_score_reviewer1,negativity_score_reviewer2,negativity_score_reviewer3
cop27,0,1,1572481096297893895,@malcolm_reavell @mindedmusically @LeoSeptem @jbhearn @spike4169 @HenricCont @tomfoster66 @pslebow @BkcNick @ParkersPlaster1 @tonywestonuk @barua_ashish @AlanDownunder @katiecannon2 @AynRand_is_Dead @MfrankFranklyi @KnowParty @wbmosler @progmoneycanada @antimmt @Chesters_Pa @KimDriver11 @Capricciola @JamesRobichaux @netbacker @HarrisonTesoura @DeficitOwl24601 @flyingfox44 @TheNEEDAct @rohangrey @GrkStav @sdgrumbine @markfoodyburton @StephanieKelton @KenSheck @richyphillips @Claudia_Sahm @PaulGambles2 @IndiaMmt @ptcherneva @GowerInitiative @_anshah @AnilKSood5 @AkhilJa20441968 @kevin_global @threadreaderapp @AmiMoneyReform @GroverNorquist The failure to give a 'Nobel' to either Kalecki or Robinson was the worst failure of Sweden's Central Bank awards committee... till they did give their prize to Nordhaus for #ClimateCrisis denial.,The failure to give a Nobel to either Kalecki or Robinson was the worst failure of Swedens Central Bank awards committee till they did give their prize to Nordhaus for denial,0.864036023616791,0.7,0.8,0.6
ipcc,1,0,1637880028036735000,"@CANIntl @Greenpeace @ciel_tweets @CAREClimate @ActionAid @IPCC_CH @CANEurope @greenpeacepress @can_southafrica @CANSouthAsia @RachelCleetus @UCSUSA @fossiltreaty @FightFossils @PriceofOil @oilwatchafrica1 @beyondoilgas @ClimateReality @gcdcj @LossandDamage @foe_us @Oxfam @harjeet11 @WWF @CARE @CarbonBrief @CarbonBubble @WWFForestCarbon @beyondzeronews @RAN The ‘electrify everything’ crowd wants us to abandon hydrocarbons in favor of intermittent power sources.  At weather extremes, wind, solar, and batteries  perform the worst.  An all-electric heating and transportation system is a recipe for disaster.",The ‘electrify everything’ crowd wants us to abandon hydrocarbons in favor of intermittent power sources At weather extremes wind solar and batteries perform the worst An allelectric heating and transportation system is a recipe for disaster,0.899936258792877,0.9,0.9,0.8
refugees,1,6,1407016366020841473,"@Narvuntien @HalBrow68884227 @SniemN @Fiddlers__Green @ejwwest @TaroIstok @Tcaddy5 @IngersolRobert @Canadianworker2 @revetje @WayneAllanH @joe_possibly @TheDisproof @AristotleMrs @RobMeekel @MikeDel21893959 @ClimatePoet @Kenneth72712993 @jimdtweet @robinlarder @GuyGadboisGuyG1 @RijpeW @MedBennett @rln_nelson @0Sundance @DawnTJ90 @All_Day_SCIfi @ClimateCatastr3 @StormSignalSA @KimmoTorikka @Cole44749821 @JohnFerris62 @WiswordBrasil @bArtbow @BridgetHolmstro @Glylick @Barbarajdurkin @nportocarero @DickMackintosh @Climatehope2 @no2wind @BywatersRobert @Climate_Takes @richardwakelin3 @Sander_1954 @PMatist @imbalaska @gourlay_maurice @mentalmal1 @BenMaughan4 Absolutely, it is right now! There is climate change migration taking place, we’re lucky we aren’t in the Central American areas, Kenya, etc! Pathetic that we have ignorance as displayed by some on here!",Absolutely it is right now There is climate change migration taking place we’re lucky we aren’t in the Central American areas Kenya etc Pathetic that we have ignorance as displayed by some on here,0.779936373233795,0.3,0.6,0.9
donana,1,0,1647829610728439812,"@blogsostenible @JuanMa_Moreno Las masas de agua de Doñana están unidas a las del Aljarafe, donde miles de chalets tienen pozos ilegales para regar el césped y llenar la piscina, pero afecta al agua de Doñana.  Los pozos legales se concedieron en otro contexto hídrico que ya no existe.  ¿Cuál es la solución?",Doñana's water masses are linked to the Aljarafe where thousands of chalets have illegal wells to water the grass and fill the pool but affect Doñana's water. Legal wells were granted in another water context that no longer exists. What is the solution what is the solution,0.585868716239929,0.6,0.7,0.2
refugees,6,1,1172299821866029056,"@ClimatePoet @EthonRaptor @JSegor @MassiMassian @Kenneth72712993 @Michael46830937 @jimdtweet @NoelTurner194 @EuphoricEuler @NikolovScience @doctorbarnes1 @struikmans @RoyPentland @Zsolti51 @markbjardine @dan613 @Calimer0c0mplex @glaser_holly @DavidMo66984563 @rln_nelson @NickMcGinley1 @swcrisis @Ianmcpherson22 @cpernell8521 @DawnTJ90 @MikeOrso2 @Gladfly1 @Toimatom @roger_clague @EcoSenseNow @3GHtweets @LifeIsThermal @aguy18310792 @WilliamMarsWard @GillesnFio @KenworthCowboy1 @MBemiko @RetributiaNorb @jar61354 @Confraria8 @CoinMomma @PeterJrgen12 @MonkeyMyBack @MajorGrubert @MurrayMack4 @CharlesDarwinTX @Bananenrijperij @novakglobal The only “climate refugees” are the millions of people that head S to places like FL, Az, and Spain from brutally cold climates in the N US, Canada and Northern Europe in the winter. I’m glad that they can afford it,  idiots like @AOC and @SenSanders want to make impossible.",The only “climate refugees” are the millions of people that head S to places like FL Az and Spain from brutally cold climates in the N US Canada and Northern Europe in the winter I’m glad that they can afford it idiots like and want to make impossible,0.713484883308411,0.8,0.9,0.9
cop27,1,0,1591094427531071488,"Summary of @JoeBiden's #COP27 speech: #US will invest in #Egypt's brutal dictatorship, #US will not cut emissions to 1990 levels required by @UNFCCC, #US is committed to false solutions, #fracking is more important #mitigation, &amp; poor countries can be brought for pennies on #USD.",Summary of s speech will invest in s brutal dictatorship will not cut emissions to  levels required by  is committed to false solutions is more important  and poor countries can be brought for pennies on ,0.596571624279022,0.7,0.9,0.7
donana,1,0,1321369464726867974,"@HerreraenCOPE  Vamos a ver Herrera. Si invita a unos amigos a Las Marismillas, cierto es que no van a pagar habitaciones que hay más que linces. Pero se le tendrá que dar de comer y de cenar y de beber y sacarles de excursión por Doñana. Me parece mal que las langostas y el cavi","We are going to see Herrera if he invites some friends to the marismillas, it is that they will not pay rooms that there are more than lynx but it will have to be feed and dinner and drink and get them out of excursion through Doñana seems bad to me that the lobsters and cavi",0.587321221828461,0.7,0.3,0.6
cop27,1,0,1589329270521872384,".@simonstiell, please open you eyes. While you praise the @unfccc and #Egypt there are #Africans who managed to get to #COP27 but who are homeless tonight because of #Egypt''s oppression. Please grow a backbone go to the #JoliGolfHotel &amp; tell #AlSisi to stop, say activists.", please open you eyes While you praise the and there are who managed to get to but who are homeless tonight because of s oppression Please grow a backbone go to the and tell to stop say activists,0.231500670313835,0.6,0.9,0.7
ipcc,0,1,1636918716461121536,"@aSinister @DanCady @MalacoDeed @25_cycle @GrandMoffTano @FredHikes @What_Doubelieve @Edubwa1 @MatthewWielicki @hfjohnsen @bestpikelet @DecimatedNzl @desertphile @GeraldKutney The thing is, with respect to the topic she was discussing, the IPCC also regards the data as not strong enough to take a firm position.  That's why Koonin used it for one of his strawmen.  Which is why I dislike Koonin.   He has creds &amp; misused them",The thing is with respect to the topic she was discussing the IPCC also regards the data as not strong enough to take a firm position Thats why Koonin used it for one of his strawmen Which is why I dislike Koonin He has creds and misused them,0.905047297477722,0.6,0.6,0.5
refugees,1,6,1211480323218968576,"@ToniParsons14 @JoeNels48803147 @JsharkJill @FredFoxyGuy @darren_nell @FriendsOScience @ReckedRik @TheDalaiLamaCon @AanthanurDC @JLawless20 @Dcoronata @ClimateHawk2 @6JY6ZQVYS4p7YrL @1_TMF_ @craigthomler @TTyrannosaur @NoelTurner194 @audiF1 @_PhilipElder_ @eversollae @DanCady @EthonRaptor @GaryMcf43269584 @ILuvCO2 @tcw_team @swcrisis @Toomuchlovetob1 @la6uoa @BevingedeOrd @FrankChanged @GillesnFio @GHingelie @codyg_02 @Billybobtn @3GHtweets @CitronCockatoo @pumpkneatr @HewManatee @kmpetersson @LifeIsThermal @BradSchrag @scotpolitik @terrymorse @SteveCl58542482 @brandonrgates @BidnessClass @drkerrynphelps @murpharoo @UN @zalisteggall As the climate change worsens and refugee streams become torrents, I fully expect these frauds to ratchet up the demonization of the world’s poor and ultimately advocacy for more extreme measures against people simply seeking to survive.  It’s really already started",As the climate change worsens and refugee streams become torrents I fully expect these frauds to ratchet up the demonization of the world’s poor and ultimately advocacy for more extreme measures against people simply seeking to survive It’s really already started,0.922341585159302,0.6,0.8,0.8
ipcc,0,1,1637934306327945216,"@desertphile @USAMRIID_CA @NBPTROCKS @FredHikes @aSinister @MalacoDeed @BJChippindale @25_cycle @GrandMoffTano @What_Doubelieve @Edubwa1 @hfjohnsen @bestpikelet @DecimatedNzl @GeraldKutney @MADmagazine @IPCC_CH I was a reviewer for IPCC. I did a reading level check. It's grade 17, Reading Ease = 20. I urged them to simplify. Apparently it's too hard for them to do what Greta did with it: grade 8.7, Reading Ease = 67.",I was a reviewer for IPCC I did a reading level check Its grade  Reading Ease   I urged them to simplify Apparently its too hard for them to do what Greta did with it grade  Reading Ease  ,0.434030920267105,0.2,0.4,0.6
donana,0,1,1569729722799513601,@rtve @sanchezcastejon @xabierfortes @Lanoche_24h @La1_tve @radio5_rne Las exclusivas vacaciones de 20 días de Pedro Sánchez y su mujer Begoña Gómez y el coste que suponen PSOE  en dos palacios: en el lujoso complejo de La Mareta en Lanzarote y en el Palacio de las Marismillas en Doñana  #SanchezDimision  ,The exclusive holidays of Pedro Sánchez and his wife Begoña Gómez and the cost that PSOE supposes in two palaces in the luxurious complex of the Mareta in Lanzarote and in the Palace of the Marismillas in Doñana,0.0196537785232067,0.2,0.1,0.7
refugees,1,6,1111003193314562048,"@DubiBoat @ElQuesoSabio @NickMcGinley1 @Kenneth72712993 @badmoonrising11 @DawnTJ90 @BradSchrag @swcrisis @EthonRaptor @Gladfly1 @ClimatePoet @dvibrationz @Tokyo_Tom @SturmLLiouville @UvMeter @GillesnFio @LarkRellez @NikolovScience @MATTP1949 @dgweld @JaggerMickOZ @EcoSenseNow @Tangomitteckel @JohnBurnieTas @Rail4Eva @Bananenrijperij @dunvirkin @unclejohnCC @VanessaRiley61 @FrankWi74044551 @PolAnimalAus @jamft @birdhillll @SlugBub @LofayPeter @stillwaters777 @kruttika108 @KCTaz @JamesDe34061167 @SetagNodnarb @M_Sighil @3GHtweets @peikko763 @terrymorse @KrispKiwi @DWinSTL @daveaurkov @poynton_j @1_TMF_ Where are most of the refugees coming from and going to? Hot to cool locations. Wealth resides mostly in the cooler climates, so these people can take jaunts to a warmer climate.",Where are most of the refugees coming from and going to Hot to cool locations Wealth resides mostly in the cooler climates so these people can take jaunts to a warmer climate,0.0290566980838775,0.2,0.1,0.5
donana,0,1,1143545839161360385,"@MejiasPep @Santi_MBarajas Pues si se quedan sin agua para sus regadíos,que se jodan no haberlos abierto . Y si la Junta después de muchos estudios supongo,dictaminó que Doñana estaba en peligro y no se podían permitir mucho se ha tardado .","Well, if they run out of water for their irrigation, they have not opened them and if the Board after many studies supposedly supposed that Doñana was in danger and they could not allow much has taken long it has taken long",0.721444308757782,0.6,0.2,1
ipcc,1,0,1637941810948456448,"@brendan_galway @GeraldKutney @IPCC_CH I don’t care, and won’t comply. There’s an important difference, which you don’t seem to understand.  I’ll be sure to burn off some stale fuel in my small engine equipment, in your honour. 😊👍",I don’t care and won’t comply There’s an important difference which you don’t seem to understand I’ll be sure to burn off some stale fuel in my small engine equipment in your honour,0.602121591567993,0.6,0.7,0.8
cop27,0,1,1592590371149983744,"I'm damn curious to hear how @PierrePoilievre suggests he would fix it. Oh, and my Province is the highest emitting in Canada, and still growing. I wonder how @ABDanielleSmith &amp; @sonyasavage are going to cut our emissions 40% by 2030. #COP27 #ClimateEmergency ",Im damn curious to hear how suggests he would fix it Oh and my Province is the highest emitting in Canada and still growing I wonder how and are going to cut our emissions  by ,0.362346976995468,0.6,0.5,0.4
donana,0,1,1300086549300875266,@juralde @huelva_info Te cabe... Tela... Habéis gobernado con @SusanaDiaz y no habéis hecho NADA POR PREVENIR INCENDIOS pese a las múltiples advertencias y quejas de quienes cuidan sobre el terreno Es la tercera vez que arde Huelva y el entorno de Doñana Miserable tu twitt,You have fabric you have ruled with and you have not done anything to prevent fires despite the multiple warnings and complaints of those who take care of the ground is the third time that Huelva burns and the surroundings of Doñana Miserable Your Twitt,0.914422154426575,0.9,0.9,1
